-31478.25652	268059.8216
-30357.4476	267528.4674
-28934.83043	268221.0428
-28934.83043	268221.0428
-25042.44556	268157.91
-24174.26628	267014.3708
-23690.64459	266914.066
-22293.73168	267708.7026
-22293.73168	267708.7026
-20588.96537	267587.165
-19116.74563	268738.3617
-19116.74563	268738.3617
-16215.43939	268289.594
-14949.26135	270332.0916
-11317.65502	272509.8708
-11317.65502	272509.8708
-10375.99019	272360.1979
-8982.186343	274250.3238
-8982.186343	274250.3238
-7175.199727	273950.5396
-5118.394474	275282.2427
-5118.394474	275282.2427
-4480.626216	274647.5079
-4881.419853	272455.0863
-4239.333778	270317.2413
-4333.718549	267718.453
-3972.713878	266012.5372
-3972.713878	266012.5372
-1587.124163	268007.9261
1159.218814	268399.3982
1159.218814	268399.3982
2356.43371	267842.8579
3173.440365	266801.0046
4122.610631	264027.4825
4306.261239	262066.2542
3648.31587	260841.1944
-136.8563329	258994.1594
-2141.939228	257356.6474
-2141.939228	257356.6474
-3175.178556	253939.5412
-5155.311144	252480.5278
-6825.156759	249264.9108
-6899.160334	248449.4177
-5363.190628	245066.1594
-3125.356654	245353.9378
-3125.356654	245353.9378
-2535.605292	243725.4618
-2267.760912	238987.8864
-1400.947531	238328.1548
126.2295749	238027.679
3203.775368	238241.9699
6228.499718	239143.8159
10089.32464	241220.4748
12953.4176	244924.2917
17275.30019	245907.1553
18339.7391	247311.8442
18636.39695	250344.444
19804.72027	251010.954
19804.72027	251010.954
20621.93123	249892.6638
20689.16747	244135.0953
21176.05527	242888.4266
22294.3677	243248.8764
23461.67039	244272.0704
24423.49669	245982.13
27526.00895	246349.4201
35481.31972	248873.0705
35481.31972	248873.0705
39303.2509	246745.8324
44011.48184	246048.5307
45261.17327	244931.6841
45261.17327	244931.6841
44017.22886	244035.8001
43314.80029	240543.1985
43314.80029	240543.1985
47637.89282	241067.2547
49721.83099	241838.4643
51245.00454	242913.7882
51647.44577	244596.5903
52562.4022	244854.4758
52562.4022	244854.4758
53912.0529	244349.3748
56252.67168	244332.0332
57098.90102	241914.5058
58730.73218	240620.7288
58730.73218	240620.7288
58535.03891	237843.1274
60540.71886	239251.0175
61628.05003	241624.1354
62643.54675	242290.0185
62643.54675	242290.0185
63380.97476	242470.9023
63380.97476	242470.9023
65493.93146	241917.4376
67832.84038	242383.779
76015.18671	245596.1153
77690.71526	246875.6271
78602.37346	248330.8763
78602.37346	248330.8763
79333.55254	250626.24
78283.43314	253119.5137
78338.85116	256632.4185
78338.85116	256632.4185
81957.00979	258456.5155
82999.78075	258485.4677
82999.78075	258485.4677
85827.96409	256915.3983
87487.16399	254959.4408
